축제명,축제유형,개최기간,개최장소,개최방식,담당자,연락처
제41회 순천팔마문화제,문화예술,9월 중(2일),남문터광장,대면,양혜윤,061-749-6815
제8회 순천 푸드앤아트페스티벌,문화예술,10월 중(3일),중앙로 일원,대면,허주은,061-749-5796
제29회 순천낙안읍성민속문화축제,전통역사,10.3.~10.5.,순천낙안읍성 등,대면,김신욱,061-749-8840
제25회 순천만갈대축제,생태자연,11.2.~11.3.,순천만습지,대면,황선미,061-749-6082
2024 나주축제,"문화예술, 생태자연",10.9. ~ 10.13.,영산강변 저류지,대면,양아연,061-339-8594
제20회 영산포 홍어축제,특산물,4월중,홍어의 거리 및 영산강 둔치 체육공원 일원,대면,이윤혁,061-339-8722
제4회 천년나주목읍성문화축제,문화예술,9월중,금성관 및 나주향교 일원,대면,이윤혁,061-339-8722
제23회 광양매화축제,생태자연,3.8.~3.17.,다압면 매화마을 일원,대면,지다영,061-797-2721
제7회 광양천년동백축제,생태자연,3월중,옥룡사지 동백숲 일원,대면,지다영,061-797-2721
제16회 백운산국사봉철쭉축제,생태자연,4월중,옥구슬건강문화센터 광장 및 국사봉 일원,대면,지다영,061-797-2721
제23회 광양전어축제,특산물,8월중,진월면 망덕포구 일원,대면,지다영,061-797-2721
제20회 광양전통숯불구이축제,특산물,10월중,광양읍 서천변 일원,대면,지다영,061-797-2721
제4회 광양 K-POP 페스티벌,기타,10월중,관내 일원(장소 미정),대면,,
2024년 담양대나무축제,생태자연,05.15.~05.20.,죽녹원 및 관방제림 일원,대면,김상아,061-380-3152
금성면 제1회 고비산 산벚꽃축제,생태자연,4월중(2일),금성면 고비산 일원,대면,김지희,061-380-3852
제11회 창평 전통음식축제,전통역사,10월중(3일),슬로시티방문자센터,대면,최민주,061-380-3792
제6회 담양산타축제,기타,12월중(3일),담양메타랜드일원,대면,김상아,061-380-3152
제14회 곡성세계장미축제,생태자연,05.17.~05.26.,섬진강기차마을,대면,유니나,061-360-8471
제24회 곡성심청어린이대축제,문화예술,10.03.~10.06.,섬진강기차마을,대면,유니나,061-360-8471
제25회 구례산수유꽃축제,생태자연,3.9.~3.17.,산동면 일원,대면,서준석,061-780-2390
2024 구례300리 벚꽃축제,생태자연,3.29.~3.31.,"구례읍, 문척면 일원",대면,박진철,061-780-2255
제80회 지리산남악제 및 43회 군민의 날 행사,전통역사,4.19.~4.21.예정,구례군 일원,대면,정선주,061-780-2431
화엄음악제,문화예술,10.4.~10.6.예정,화엄사 일원,대면,정선주,061-780-2431
2024 구례동편소리축제,문화예술,10.11.~10.13.예정,서시천체육공원 일원,대면,정선주,061-780-2431
제48회 지리산피아골단풍 축제,생태자연,11.2.~11.3.예정,토지면 일원,대면,박진철,061-780-2255
제14회 고흥우주항공축제,기타,05.03.~05.05.,나로우주과학관,대면,장승회,061-830-5347
제22회 녹동바다불꽃축제,기타,05.23.~05.26.,녹동 구항,대면,윤민혁,061-830-5244
제2회 갯것한상축제,기타,9월중,금산면 거금휴게소,대면,윤민혁,061-830-5244
제4회 고흥 유자축제,특산물,11.01.~11.03.,유자 축제장,혼합형,정경미,061-830-5442
보성벚꽃축제,기타(주민화홥),04.06.~04.07.,대원사 일원,대면,안주연,061-850-5211
보성다향대축제,특산물,05.02.~05.06.,한국차문화공원 일원,대면,안주연,061-850-5211
서편제보성소리축제,문화예술,10.06.~10.08.,보성문화예술회관,대면,안주연,061-850-5211
벌교꼬막축제,특산물,10.25.~10.27.,벌교천 일원,대면,안주연,061-850-5211
보성차밭빛축제,기타(주민화홥),11.29.~12.31.,한국차문화공원 일원,대면,안주연,061-850-5211
보성불꽃축제,기타(주민화홥),2024.12.31.,율포솔밭해수욕장 일원,대면,안주연,061-850-5211
2024 화순 고인돌 축제,전통역사,04.19.~4.28.,화순 고인돌 유적지,대면,김정섭,061-375-3575
2024 화순 고인돌 가을꽃 축제,전통역사,10.18.~11.3.,화순 고인돌 유적지,대면,김정섭,061-375-3575
2024 화학산 철쭉제,기타(주민화합),4월중,청풍면 화학산,대면,이효준,070-8839-6141
2024 백아산 철쭉제,기타(주민화합),5월중,백아면 백아산,대면,이효준,070-8839-6141
2024 화순운주문화축제,기타(주민화합),5월중,도암면 운주사,대면,임지연,070-8839-6142
2024 화순적벽문화축제,기타(주민화합),5월중,이서 커뮤니티 센터,대면,임지연,070-8839-6142
2024 도심속 남산공원 축제,기타(주민화합),미정,남산공원,대면,장경희,070-8839-6145
제1회 장흥 산들해 축제,특산물,4월말 ~ 5월초,탐진강변,대면,윤혜원,061-860-5771
제17회 정남진 장흥 물축제,생태자연,7.27.~8.4.,탐진강 및 편백숲 우드랜드 일원,대면,전희석,061-860-5770
2024 장흥 회령포 이순신 축제,전통역사,10월중,회진항 일원,대면,조예나,061-860-5762
제52회 강진청자축제,전통역사,2.23.~3.3.,대구면 청자촌,대면,양혜은,061-430-3354
백련사 동백축제,생태자연,2.23.~3.3.,백련사 일원,대면,박인성,061-430-3413
군동 풍동 봄꽃 축제,생태자연,4.4.~5.6.,남미륵사 일원,대면,금다예,061-430-3355
제4회 강진 성전월출산 봄소풍가는날,생태자연,4.19.~4.21.(예정),성전면 경포대 일원,대면,이승훈,061-430-3357
제7회 강진금곡사 벚꽃삼십리길축제,생태자연,3월말~4월초,군동면 까치내로 일원,대면,박인성,061-430-3413
제27회 전라병영성축제,전통역사,3월말~4월초,병영성 일원,대면,윤혜진,061-430-3352
제2회 강진 수국길 축제,기타,6.21.~6.23.(예정),보은산 일원,대면,양혜은,061-430-3354
제2회 강진 하맥축제,기타,8.1.~8.3.(예정),강진종합운동장 일원,대면,양혜은,061-430-3354
제13회 마량미항찰전어축제,특산물,9월 중순,마량항 일원,대면,박인성,061-430-3413
제9회 강진만춤추는갈대축제,생태자연,10월 중,생태공원 일원,대면,윤혜진,061-430-3352
흑석산 소풍 힐링축제,생태자연,4.26.~4.27.,흑석산 자연휴양림,대면,나소라,061-530-5159
해남 공룡대축제,생태자연,5.3.~5.5.,해남 공룡박물관,대면,하정학,061-530-5158
송호해변 여름축제,생태자연,7월~8월중,송호해수욕장,대면,하정학,061-530-5158
오시아노 뮤직페스타,문화예술,8월중,오시아노 관광단지,대면,하정학,061-530-5158
해남미남축제,특산물,10월말~11월초,대흥사 일원,대면,하정학,061-530-5158
땅끝해넘이해맞이축제,생태자연,12.31.~'25.1.1.,땅끝 관광지,대면,하정학,061-530-5158
영암왕인문화축제,문화예술,03.28.~03.31.,왕인박사유적지 일원,대면,허유정,061-470-2259
월출산국화축제,생태자연,10월~11월,월출산기찬랜드,대면,김도완,061-470-2644
마한축제,전통역사,10월중,마한문화공원,대면,김도완,061-470-2644
영암무화과축제,특산물,9월중,삼호읍,대면,김병국,061-470-6095
2024 무안겨울숭어축제,특산물,2024.01.20.~21.,양간다리 수산시장 일원,대면,조은규,061-450-5473
제10회 황토갯벌축제,생태자연,2024.05.04.~06.,무안황토갯벌랜드 일원,대면,강지상,061-450-5474
제27회 무안연꽃축제,생태자연,2024.07.25.~28.,회산백련지 일원,대면,박선정,061-450-5472
2024 무안갯벌낙지축제,특산물,2024. 10월 중,낙지골목 일원,대면,윤순철,061-450-5612
제4회 무안YD 페스티벌,문화예술,2024.10.25.~27.,남악중앙공원 일원,대면,강지상,061-450-5474
2024 대한민국 난명품 대제전,생태자연,3. 23. ~ 24.,함평문화체육센터,대면,임순섭,061-320-2853
제26회 함평나비대축제,"문화예술, 생태자연",4. 26. ~ 5. 5.,함평엑스포공원 일원,대면,나록현,061-320-2202
제25회 모악산 꽃무릇 축제,"생태자연, 전통역사",9월중,해보면 꽃무릇공원 일원,대면,나록현,061-320-2202
2024 대한민국 국향대전,"문화예술, 생태자연",10. 25. ~ 11. 10.,함평엑스포공원 일원,대면,나록현,061-320-2202
제10회 영광찰보리어울마당,생태자연,5.10.~5.11.,지내들 옹기돌탑공원,대면,김성민,061-350-5951
2023 영광법성포단오제,문화예술,6.7.~6.10.,법성포단오제 전수교육관,대면,정윤혁,061-350-5752
제23회 영광불갑산상사화축제,생태자연,9.13.~9.22.,불갑사 관광지,대면,정윤혁,061-350-5752
황룡강 (洪)길동무 꽃길 축제,생태자연,5. 24. ~ 5. 26.,"황룡강변 일원, 홍길동테마파크",대면,김빛나,061-390-7252
어울림음악회,생태자연,7월 중,상무평화공원,대면,김빛나,061-390-7252
황룡강 가을꽃축제,생태자연,10. 5. ~ 10. 13.,황룡강변 일원,대면,국경희,061-390-7240
2024 청산도슬로걷기축제,생태자연,"4.6. ~ 4.20.
(15일간)",청산도 일원,대면,허인철,061-550-5432
2024 완도장보고수산물축제,"전통역사, 특산물","5.3. ~ 5.6.
(4일간)",완도읍 해변공원 일원,대면,부성태,061-550-5431
2024 청정완도 가을 섬여행,"생태자연, 특산물","9월~10월
(3일간)",완도읍 해변공원 일원,대면,부성태,061-550-5431
제44회 진도신비의바닷길축제,생태자연,3. 11. ~ 3. 13.,"고군면 회동리
일원",대면,이기복,061-540-3407
제10회 대한민국 진도개페스티벌,전통역사,5. 5. ~ 5. 6.,"진도개테마파크 
일원",대면,김다현,061-540-6317
2024 보배섬진도 문화예술제,문화예술,10월중,진도군일원,대면,박서현,061-540-3072
2024년 섬수선화축제,생태자연,3.29.~4.7.,지도읍 선도리 일원,대면,"최건
최민경","061-240-8682
061-240-8688"
2024 섬 튤립축제,생태자연,4.5.~4.14.,튤립및홍매화정원,대면,김현채,061-240-4041
섬 간재미축제,특산물,4월 중,도초 수국정원일원,대면,최종삼,061-240-8410
제2회 전국 새우란 축제,생태자연,4.16.~4.21.,"1004섬 분재정원
(압해읍)",대면,이인준,061-240-4194
2023 퍼플섬 라벤더 꽃축제,생태자연,5.17.~5.26.,박지도 라벤더 정원,대면,문주연,061-240-8151
섬 홍어축제,특산물,5월 중,흑산 예리항 일원,대면,최종삼,061-240-8410
섬 낙지축제,특산물,5월 중,압해 분재정원 일원,대면,최종삼,061-240-8410
섬 강달어축제,특산물,6월 중,임자 튤립공원일원,대면,최종삼,061-240-8410
섬 병어축제,특산물,6월 중,지도 젓갈타운 일원,대면,최종삼,061-240-8410
버들마편초 꽃축제,생태자연,6.14.~8.4.,퍼플섬,대면,문주연,061-240-8151
2024 섬 수국축제,생태자연,6.14.~6.23.,도초 수국정원 및 환상의정원 일원,대면,이현윤,061-240-5418
2024 섬 크로코스미아꽃 축제,전통역사,7.5.~7.21.,1004섬 분재정원,대면,김두웅,061-240-5445
제4회섬홍도원추리축제,생태자연,7.12~7.21.,홍도일원,대면,이상훈,061-246-3700
섬 민어축제,특산물,7월 중,임자 대광해변 일원,대면,최종삼,061-240-8410
섬 왕새우축제,특산물,9월 중,팔금 장목주차장 일원,대면,최종삼,061-240-8410
섬 불볼락축제,특산물,9월 중,가거도 일원,대면,최종삼,061-240-8410
섬 우럭축제,특산물,9월 중,압해 송공항 일원,대면,최종삼,061-240-8410
섬 새우젓축제,특산물,10월 중,지도 젓갈타운 일원,대면,최종삼,061-240-8410
아스타 꽃축제,생태자연,10.4.~10.13.,퍼플섬,대면,문주연,061-240-8151
2024 섬 맨드라미 축제,생태자연,10.4.~10.13.,병풍도 맨드라미정원,대면,정형욱,061-240-5407
2024 섬 겨울꽃 축제,전통역사,12.6.~1.1.,1004섬 분재정원,대면,김두웅,061-240-5445
포항해병대문화축제,"문화예술, 주민화합",04.27.~04.28.,오천읍 일원,대면,최현정,054-270-2246
포항국제불빛축제,"문화예술, 주민화합",05.31.~06.02.,형산강체육공원,혼합형,박수정,054-270-2243
포항철길숲야행축제,"문화예술, 주민화합",2024. 8.,포항철길숲 일원,대면,박수정,054-270-2243
송도비치 레트로 페스티벌,"문화예술, 주민화합",2024. 9.,송도해수욕장 일원,대면,박수정,054-270-2243
포항운하축제,"문화예술, 주민화합",2024. 9.,포항운하 일원,대면,박수정,054-270-2243
호미곶한민족해맞이축전,"생태자연, 문화예술",12.31.~01.01.,호미곶해맞이광장,대면,최현정,054-270-2246
포항 구룡포 대게 축제,수산물 축제,2024. 12.,구룡포아라광장,대면,김건희,054-270-2853
포항 호미곶 돌문어 축제,수산물 축제,2024. 4.,호미곶새천년광장,대면,김건희,054-270-2853
포항 영일만 검은돌장어 축제,수산물 축제,2024. 7.,동해면 도구해수욕장 또는 영일대특설행사장,대면,김건희,054-270-2853
포항 수산물 FESTIVAL,수산물 축제,2024. 9.,포항수협 활어위판장,대면,김건희,054-270-2853
포항 구룡포 과메기 축제,수산물 축제,2024. 11.,구룡포아라광장,대면,김건희,054-270-2853
포항 구룡포 과메기&겨울바다 축제,수산물 축제,12.31.~1.1.,영일대특설행사장,대면,김건희,054-270-2853
부조장터문화축제,"전통역사, 주민화합",2024. 10.,신부조장터공원,대면,이현수,054-270-2264
경주벚꽃축제,생태자연,3월,경주대릉원돌담길,대면,이시안,054-779-6078
신라문화제,문화예술,10월,경주전역,대면,박혜영,054-779-6073
김천앤 과일축제,특산물,8 ~ 9월중,직지문화 또는 사명대사공원 일원,대면,최은옥,054-421-2532
김천김밥축제,음식,10월중,사명대사공원 일원,대면,박보혜,054-420-6637
안동암산얼음축제,생태자연,1.20.~1.28.,남후면 광음리 암산유원지 일원,대면,김도균,054-840-5511
차전장군노국공주축제,전통역사,5.3.~5.7.,"탈춤공원,모디684,원도심일원",대면,권지현,054-840-5220
안동 벚꽃축제,생태자연,4월중,낙동강변 벚꽃길,대면,김종연,054-840-5514
안동수[水]페스타,생태자연,7~8월중,낙동강 둔치 일원,대면,김도균,054-840-5511
2024 문화재 야행,전통역사,7~8월중,월영교 일원,대면,권예은,054-840-5238
안동국제탈춤페스티벌,문화예술,9.27.~10.6.,"구안동역 및 탈춤공원, 원도심일원",대면,김종연,054-840-5514
2024 하회선유줄불놀이,전통역사,6~10월중,하회마을 만송정 일원,대면,서민교,054-840-5236
"청춘, 금오천 벚꽃 페스티벌",문화예술,03.30.~04.02.,금오천 일원,대면,박다인,054-480-6612
제3회 구미독서문화축제,문화예술,09.27.~09.28.,구미시립중앙도서관,대면,정상완,054-480-4672
제8회 인동도시숲문화축제,생태자연,10월중,인동도시숲문화축제,대면,박다인,054-480-6612
제3회 구미푸드페스티벌,기타(주민화합),10.26.~10.27.,송정맛길(구미 복개천),대면,하진숙,054-480-5592
제3회 구미라면축제,문화예술,11.15.~11.17.,구미역 일원,대면,최진아,054-480-2652
영주 한국선비문화축제,문화예술,2024-05월중,선비촌 및 서천둔치 일원,대면,김상희,054-639-6612
영주 소백산철쭉제,생태자연,2024-05월중,소백산 및 서천둔치 일원,대면,김상희,054-639-6612
영주 시원(ONE)축제,주민화합,2024-8월중,서천둔치 일원,대면,김상희,054-639-6612
영주 무섬외나무다리축제,전통역사,2024-10월중,문수면 무섬마을,대면,황운경,054-639-6614
경북영주 풍기인삼축제,특산물,2024-10월중,풍기읍 남원천 및 인삼문화팝업공원 일원,대면,김상희,054-639-6612
영주장날 농특산물축제,특산물,2024-10월중,부석사 및 서천둔치 일원,대면,황운경,054-639-6614
제22회 영천한약축제 with 작약꽃,특산물,05.17.~05.19.,영천한의마을,대면,"박장우
이슬비","054-339-7282
054-339-7187"
"와! 과-한 영천축제
(영천과일, 와인, 한우 축제)",특산물,10.11.~10.13.,영천강변공원,대면,"최효임
임유나
장서희","054-339-7321
054-339-7185
054-339-7389"
제21회영천보현산별빛축제,지역자원,10.5.~10.7.,영천보현산천문과학관,대면,이은령,054-330-6702
제50회 영천문화예술제,문화예술,10월중,영천강변공원,대면,이희진,054-330-6365
제4회 중악팔공산 은빛문화제,문화예술,9월중,은해사,대면,이상윤,054-330-6867
2024 상주세계모자페스티벌,문화예술,9-10월중,"상주 태평성대 
경상감영공원 일원",대면,조현정,054-537-7108
2024 상주곶감축제,특산물,01.12~01.14.,북천시민공원,대면,김상득,054-537-7529
제26회 문경찻사발축제,"문화예술, 전통역사",04.27.~05.06.,문경새재 일원,대면,최정택,054-550-6395
제20회 문경오미자축제,특산물,9월경,문경시 동로면 일대,대면,정혜민,054-550-6889 
제19회 문경사과축제,특산물,10월경,문경새재 일원,대면,백승규,054-550-6887 
제13회 문경약돌한우축제,특산물,10월경,문경새재 일원,대면,이동호,054-550-6812 
2024 경산자인단오제,"문화예술,전통역사",6.8.~6.10.,경산자인의 계정숲,대면,장정현,053-810-5357
2024 경산갓바위소원성취축제,"문화예술,전통역사",9~10월중(2일간),갓바위 공영주차장(경산시 와촌면),대면,장정현,053-810-5357
제13회 경산대추&농산물한마당,특산물,10월 중(2일간),경산생활체육공원 어귀마당(미정),대면,최찬술,053-810-6707
제17회 산수유마을꽃맞이행사,생태자연,3월 중(9일),사곡면 산수유마을 일원,대면,조성길,054-830-6578
제2회 남대천 벚꽃축제,생태자연,4월 중(2일),의성읍 남대천 일원,대면,조성길,054-830-6578
제7회 의성슈퍼푸드마늘축제,특산물,11월 중(3일),의성읍 시가지 일원,대면,조성길,054-830-6578
제18회 청송사과축제,특산물,10.30.~11.3.,청송군 청송읍 용전천 현비암 일원,혼합형,서향숙,054-870-6237
제19회 영양산나물축제,특산물,05.09.~05.12.(예정),영양군청 및 복개천 일원,대면,심명희,054-680-6411
제3회 수비능이축제,특산물,10.04.~10.06.(예정),수비면 체육공원 일원,대면,심명희,054-680-6411
영양고추 H.O.T. festival,특산물,09.09.~09.11.(예정),서울시청 앞 광장,대면,김지훈,054-680-6381
영양반딧불이축제,생태자연,08.24.~08.25.(예정),반딧불이천문대 일원,대면,김경호,054-680-5333
제27회 영덕대게축제,특산물,2.29.~3.3.,삼사해상공원,대면,박대경,054-730-6393
물가자미축제,특산물,4월,축산항 일원,대면,김지웅,054-730-6233
영덕황금은어축제,특산물,7월~8월중,영덕읍 오십천,대면,김현수,054-730-6756
영덕국제Hi-웰니스페스타,기타,10. 7.~10. 9.,고래불 국민야영장 등,대면,오도일,054-730-6195
경북대종타종식및해맞이,기타,12.31.~1.1.,삼사해상공원,대면,박대경,054-730-6393
제21회 청도소싸움축제,관광진흥,04.19.~04.21.,청도 소싸움경기장,대면,박소희,054-370-6376
제17회 청도반시축제,특산물,10월중(3일),청도 야외공연장 일원,대면,박소희,054-370-6376
제8회 청도세계코미디아트페스티벌,문화예술,10월중(3일),청도 야외공연장 일원,대면,박소희,054-370-6376
고령대가야축제,역사문화,03.29.~3.31,대가야읍 일원,대면,최상희,054-950-6652
2024 성주참외&생명문화축제,"문화예술, 특산물 등",5.16.~5.19.,성밖숲,대면,김지수,054-930-6983
2024 성주가야산황금들녘 메뚜기 축제,생태자연,24.10월중,수륜면 수성리 일원,대면,김정철,054-930-6984
2024 썸머워터바캉스,문화예술,24.7~8월중,성주역사테마공원,대면,김정철,054-930-6984
제11회 낙동강 세계평화 문화 대축전,전통역사,10.11.~10.13.,칠곡보 생태공원,대면,최명환,054-979-6101
제 15회 낙동강지구 전투 전승행사,전통역사,10.11.~10.13.,칠곡보 오토캠핑장,대면,박영철,054-979-6643
가산산성 문화유산 야행,전통역사,4.27.~4.28.,가산산성 일원,대면,최명환,054-979-6101
가산산성 문화제,문화예술,2024. 10.,칠곡군 동명면 일원,대면,권유현,054-979-6433
2024 예천활축제,"문화예술,전통역사",2024.5.3~5.6,한천체육공원 일원,대면,박희종,054-650-6391
2024 곤충 & 서머쿨 페스티벌,문화예술,2024.8.15~8.18,한천체육공원 일원,대면,박희종,054-650-6391
2024 예천삼강주막나루터축제,문화예술,2024.9.15~9.17,삼강문화단지 일원,대면,박희종,054-650-6391
2024 예천농산물축제,특산물,2024. 9월 중,한천체육공원 일원,대면,권재영,054-650-6271
제10회 예천용궁순대축제,특산물,2024. 10월 중,용궁전통시장 일원,대면,지현주,054-650-6997
2024 문화재 야행,문화예술,2024.10.3~10.6,금당실전통마을 일원,대면,박희종,054-650-6391
제26회 봉화은어축제,생태자연,7월~8월중,봉화읍 내성천 일원,대면,최병태,054-679-5150
제28회 봉화송이축제,특산물,9월~10월중,봉화읍 내성천 일원,대면,최병태,054-679-5150
분천 한여름·겨울 산타마을,기타(관광자원),12월~2월중,소천면 분천리 일원,대면,최병태,054-679-5150
울진대게와 붉은대게 축제,특산물,2.22.~2.25.,후포항,대면,황미진,054-789-6851
죽변항 수산물 축제,특산물,12월중,죽변항,대면,황미진,054-789-6851
제22회 울릉도 오징어 축제,특산물,8월 중,울릉군 일원,대면,황언철,054-790-6392
2024년 울릉도 눈축제,생태자연,2.1.~2.3.,나리분지,대면,황언철,054-790-6392
"제62회 진해군항제
(군악의장페스티벌)",생태자연,3.23. ~ 4.1.,진해구 일원,대면,이동근,055-225-2343
제24회 마산국화축제,생태자연,10~11월 중,3.15해양누리공원,대면,이동근,055-225-2343
천주산 진달래축제,생태자연,4월 중,천주산 일원,대면,조미성,055-225-3657
진동불꽃낙화축제,기타,05.12~05.14,진동 광암항 일원,대면,박은정,055-225-3654
기업사랑 시민축제,기타,04.13.~04.21.,창원시일원,혼합형,주우용,055-225-3214
마산어시장 축제,특산물,9~10월 중,마산어시장 일원,대면,이주형,055-225-3223
문화다양성축제 MAMF(맘프) 2024,기타,10.11.~10.13.,"용지문화공원, 포정사공원",대면,김윤원,055-225-7504
전통시장 맥주축제,기타,10월 중,전통시장 인근 광장,대면,이주형,055-225-3223
눈 내리는 창동 거리 축제,기타,10~12월 중,창동거리 일원,대면,박영재,055-225-3228
충무지구 근대군항 문화페스타,전통역사,10월 중,충무지구 중원로 일원,대면,손원기,055-225-3715
마금산온천축제,특산물,10월 중,마금산온천관광지,대면,설두호,055-225-3644
창원진동미더덕축제,특산물,4~5월 중,진동면 광암항 일원,대면,황희진,055-225-3433
진해만싱싱수산물축제,특산물,10월 중,진해수협 일원,대면,황희진,055-225-3433
창원홍합축제,특산물,11월 중,3.15해양누리공원,대면,김민유,055-225-3434
창원단감축제,특산물,10. 26.~10.27.,창원단감테마공원,대면,안성규,055-225-5612
동읍 무점마을 코스모스축제,생태자연,9~10월 중,무점마을 코스모스길 일원,대면,정수민,055-212-5116
소계동 산 벚꽃 축제,생태자연,4월 중,소계운동장 일원,대면,이동화,055-212-5414
제9회 산호공원 꽃무릇축제,생태자연,9월 중,산호공원 일원,대면,이상지,055-220-5904
제23회 진주논개제,전통역사,5월 중,진주성 일원,대면,박소현,055-749-8589
2024 진주M2페스티벌,문화예술,8월 중,망경동 남강둔치 일원,대면,김정현,055-749-8590
2024 진주남강유등축제,전통역사,10월 중,진주성 및 남강일원,대면,홍순천,055-749-8588
제73회 개천예술제,전통역사,10월 중,진주성 및 남강일원,대면,박소현,055-749-8589
2024 코리아드라마페스티벌,문화예술,10월 중,장대동 남강둔치 일원,대면,김정현,055-749-8590
제63회 통영한산대첩축제,전통역사,8월 중,통영시 일원,대면,황경민,055-650-0522
제19회 봉숫골꽃나들이축제,기타(꽃축제),3~4월 중,봉평동 봉숫골거리,대면,신하령,055-650-3857
제15회 한산도바다체험축제,생태자연,6월 중,한산면 봉암마을 ,대면,문성혁,055-650-3604
제29회 욕지 섬 문화축제,기타(주민화합 등),9~10월 중,욕지면 불곡물양장,대면,이시형,055-650-3584
제19회 사량도옥녀봉전국등반축제,기타(주민화합 등),10월 중,사량면 사량중학교,대면,박한솔,055-650-3624
제4회 중앙동벅수축제,전통역사,11월 중,중앙동 통제영거리,대면,설은주,055-650-3685
2024 사천에어쇼,기타,10.24.~10.27.,사천비행장,대면,정하늘,055-831-2070
제26회 사천와룡문화제,문화예술,04.26.~04.28.,사천시청 일원,대면,김대영,055-831-2711
"2024 사천시 삼천포항
수산물축제",특산물,04.19.~04.21.,삼천포대교공원,대면,정선빈,055-831-3111
제21회 사천시 삼천포항 자연산 전어축제,특산물,08.16.~08.18.,팔포음식특화지구,대면,정선빈,055-831-3111
2024년 사천시 건강한마당,기타,04.26.~04.28.,사천시보건소 일원,대면,공수원,055-831-3556
제16회 사천시농업한마당축제,특산물,11.01.~11.03.,사천시청 노을광장 일원,대면,손홍재,055-831-3764
제7회 곤양비봉내축제,전통역사,9~10월 중,곤양면생활체육시설 일원,대면,유길용,055-831-5174
비토별주부전축제,문화예술,미정,비토해양낚시공원 앞 주차장,대면,류정곤,055-831-5234
제5회 선진리성벚꽃축제,문화예술,03.30~03.31.,선진리성 일원,대면,김수봉,055-831-5111
제29회 김해분청도자기축제,문화예술,10월 중,김해분청도자박물관 일원,대면,강혜연,055-330-3244
2024년 가야문화축제,문화예술,04.19.~04.23.,"수릉원, 가야의 거리 일원 등",대면,박성복,055-330-3945
2024년 가야금축제,문화예술,8~10월,김해문화의전당,대면,곽정화,055-330-4943
2024년 김해문화재야행,전통역사,10월 중,"수로왕릉, 수릉원 외 가야유적지 일원",대면,박해영,055-330-3923
제5회 김해국제의생명과학축제,기타,09.27.~09.28.,"김해중소기업
비즈니스센터",대면,방남영,055-330-2913
제40회 김해진영단감축제,특산물,11.01.~11.03.,진영공설운동장 일원,대면,최두순,055-350-4092
제9회 김해꽃축제,특산물,5월 중,장유 롯데아울렛 테마주차장,대면,조진철,055-350-4082
2024 김해독서대전,"
문화예술",3~12월 중,"수릉원 및 
시립도서관 등 
관내 일원","
대면",김지현,055-330-6684
2024년 김해시평생학습과학축제,기타,9월 말,수릉원,대면,정유정,055-330-4883
제66회 밀양아리랑대축제,전통역사,05.23.~05.26.,영남루 및 밀양강변일원,대면,김미정,055-359-5866
제24회 밀양공연예술축제,문화예술,07.19.~07.28.,밀양아리나,대면,조현순,055-359-5635
2024년 밀양 문화유산 야행,전통역사,04.19.~04.21.,영남루 일원,대면,이형석,055-359-5641
제15회 밀양대추축제,특산물,10.20.~10.22.,단장면,대면,김수연,055-359-5364
제26회 밀양얼음골사과축제,특산물,11.02.~11.03.,얼음골공영주차장,대면,김성태,055-359-7139
제14회 밀양삼랑진 딸기시배지 축제,특산물,3월 중,삼랑진읍 일원,대면,이영득,055-359-7134
초동연가길 코스모스축제,생태자연,10.05.~10.06.,초동연가길 일원,대면,"박수영
외2명","055-359-6741
외2"
거제맹종대나무 축제,특산물,04.26.~04.28.,거제맹종죽테마파크,대면,한승수,055-639-6354
거제옥포대첩 축제,전통역사,6월 중,"옥포대첩기념공원,옥포수변공원",대면,서승희,055-639-3393
남부면 수국축제,생태자연,6월 중,남부면 저구항 일원,대면,김도현,055-639-6532
거제 바다로 세계로,기타,7월 중,지세포항수변공원 등,대면,손상현,055-639-4163
거제맥주축제,문화예술 ,8월 중,장승포항수변공원,대면,김지은,055-639-3364
제13회 거제둔덕포도축제,특산물,09.07.~09.08.,둔덕가족생활체육공원 일원,대면,조현광,055-639-6443
제18회 거제섬꽃축제,문화예술,10.26.~11.03.,거제시농업개발원 일원,대면,조현광,055-639-6443
거제대구수산물축제,특산물,12월 중,장목면 외포항 일원,대면,문지혜,055-639-4313
거제도국제펭귄수영축제,기타,12월 중,덕포해수욕장,대면,허원기,055-639-6864
거제 송년불꽃축제,문화예술,12.31.,장승포항수변공원,대면,김소라,055-639-3396
배내골고로쇠축제,특산물,02.15.~03.15.,배내골 고로쇠 홍보관 ,대면,김윤지,055-392-3232
원동미나리축제,특산물,02.16.~04.30.,원동면 일원,대면,김윤지,055-392-3232
원동매화축제,특산물,03.9.~03.17,원동면 일원,대면,김윤지,055-392-3232
2024 물금벚꽃축제,생태자연,3~4월 중,황산공원 일원,대면,한한윤,055-392-2544
양산봄꽃향연,생태자연,4~5월 중,미정,대면,김한주,055-392-5343
2024 양산웅상회야제,기타,5월 중,웅상체육공원(평산동),대면,석영미,055-392-6182
배내골사과축제,특산물,11.02.~11.03.,배내골 고로쇠 홍보관 ,대면,김윤지,055-392-3232
2024 양산삽량문화축전,"
전통역사
",10월 중,양산천둔치 일원 및 양산종합운동장,대면,한한윤,055-392-2544
양산차문화축제,문화예술,10월 중,통도문화예술의거리,대면,김윤지,055-392-3232
양산국화축제,생태자연,10~11월 중,양산천둔치(종합운동장 뒤편),대면,김상욱,055-392-5342
