번호,구분,화장실명,소재지도로명주소,소재지지번주소,전화번호,개방시간상세
3467,개방화장실,삼청동주민센터,"서울특별시 종로구 삼청로 107 (삼청동, 삼청동주민센터)",서울특별시 종로구 삼청동 105-1,02-2148-5064,9시간
3468,개방화장실,종로1234가동 주민센터,서울특별시 종로구 삼일대로30길 47,서울특별시 종로구 익선동 99,02-2148-5244,10시간
3475,개방화장실,혜화동공중화장실(한옥청사),서울특별시 종로구 혜화로 12 (혜화동),서울특별시 종로구 혜화동 74-29 (혜화동),02-2148-5356,09:00~18:00
3476,개방화장실,혜화동공중화장실(자치회관),서울특별시 종로구 혜화로 12 (혜화동),서울특별시 종로구 혜화동 74-30 (혜화동),02-2148-5356,09:00~18:00
3479,개방화장실,창신제3동주민센터,"서울특별시 종로구 지봉로 87, 2층",서울특별시 종로구 창신동 23-816,02-2148-5452,09:00~18:00
3485,공중화장실,평화2(모험놀이터),"서울특별시 마포구 월드컵로 243-60, 서부공원녹지사업소 (성산동)",서울특별시 마포구 성산동 390-1 서부공원녹지사업소,02-300-5558,00~24
3486,공중화장실,평화1(연못휴게소),"서울특별시 마포구 월드컵로 243-60, 서부공원녹지사업소 (성산동)",서울특별시 마포구 성산동 390-1 서부공원녹지사업소,02-300-5558,00~24
3487,공중화장실,서부공원녹지사업소 화장실,"서울특별시 마포구 월드컵로 243-60, 서부공원녹지사업소 1층 (성산동)",서울특별시 마포구 성산동 390-1 서부공원녹지사업소,02-300-5558,07~23
3490,공중화장실,도화소어린이공원화장실,서울특별시 마포구 토정로37길 22 (도화동),서울특별시 마포구 도화동 540,02-3153-9234,00~24
3494,공중화장실,와우근린공원화장실,"서울특별시 마포구 와우산로30길 37, 공중화장실 (창전동)",서울특별시 마포구 창전동 3-189 공중화장실,02-3153-9234,00~24
3495,공중화장실,큰길어린이공원화장실,"서울특별시 마포구 월드컵북로 183, 큰길어린이공원 (성산동)",서울특별시 마포구 성산동 200-50 큰길어린이공원,02-3153-9234,00~24
3499,공중화장실,이마트 여의도점 화장실,"서울특별시 영등포구 여의동로3길 10 (여의도동, 여의도자이)",서울특별시 영등포구 여의도동 47 이마트여의도점,02-2280-1052,10:00~23:00
3500,공중화장실,롯데마트 빅마켓 화장실,"서울특별시 영등포구 영중로 125, 롯데마트 (영등포동8가)",서울특별시 영등포구 영등포동8가 62-1 롯데마트,02-2165-2523,10:00~22:00
3502,공중화장실,당산2동주민센터 2층,"서울특별시 영등포구 당산로41가길 7, 당산2동 복합청사 (당산동4가)",서울특별시 영등포구 당산동4가 80-5 당산2동 복합청사,02-2670-1140,09:00~18:00
3537,개방화장실,서울신용보증재단,"서울특별시 마포구 마포대로 163, 서울신용보증재단 (공덕동)",서울특별시 마포구 공덕동 168 서울신용보증재단,02-2174-5599,00~24
3538,개방화장실,서울복지타운,"서울특별시 마포구 백범로31길 21, 서울창업허브, 서울복지타운 (공덕동)","서울특별시 마포구 공덕동 370-4 서울창업허브, 서울복지타운",02-6353-0268,07~20
3539,개방화장실,홍대입구역(경의중앙선),"서울특별시 마포구 양화로 지하188, 홍대입구역(경의중앙선) (동교동)",서울특별시 마포구 동교동 190-1 홍대입구역(경의중앙선),02-322-7897,05~24
3540,개방화장실,공덕역(경의중앙선),"서울특별시 마포구 마포대로 지하92, 공덕역(경의중앙선) (도화동)",서울특별시 마포구 도화동 25-13 공덕역(경의중앙선),02-702-5277,02~24
3550,개방화장실,연남동주민센터 개방화장실,"서울특별시 마포구 성미산로29길 17-9, 연남동주민센터 (연남동)",서울특별시 마포구 연남동 250-9 연남동주민센터,02-3153-6872,09~20
3551,개방화장실,망원치안센터,"서울특별시 마포구 월드컵로31길 18, 망원2치안센터 (망원동)",서울특별시 마포구 망원동 471-22 망원2치안센터,02-337-5908,09~18
3554,개방화장실,아현치안센터,"서울특별시 마포구 환일길 3, 아현치안센터 (아현동)",서울특별시 마포구 아현동 710 아현치안센터,02-3149-6607,00~24
3555,개방화장실,마포창업복지관 1층 화장실,"서울특별시 마포구 매봉산로 18, 마포창업복지관 (상암동)","서울특별시 마포구 상암동 1640 마포창업복지관, 1층",02-306-3514,00~24
3556,공중화장실,대림1동 주민센터 1층 화장실,"서울특별시 영등포구 디지털로 441, 대림제1동주민센터 (대림동)",서울특별시 영등포구 대림동 899번지 2호 대림제1동사무소/대림1동복지관,26701380,08:00~18:00
3557,공중화장실,대림정보문화도서관 1층화장실,"서울특별시 영등포구 도신로 27, 대림정보문화도서관 (대림동)",서울특별시 영등포구 대림동 608번지 2호 대림정보문화도서관,02-828-3706,24시간
3568,공중화장실,동묘시장공중화장실,서울특별시 종로구 종로58길 27,서울특별시 종로구 숭인동 236-2외1,02-2148-2383,09 ~ 18시
3590,개방화장실,서울서부면허시험장 외곽,"서울특별시 마포구 월드컵로42길 13, 서부운전면허시험장 (상암동)","서울특별시 마포구 상암동 339-6 서부운전면허시험장, 외곽",02-300-3526,09~18
3591,개방화장실,서울서부면허시험장 본관,"서울특별시 마포구 월드컵로42길 13, 서부운전면허시험장 (상암동)","서울특별시 마포구 상암동 339-6 서부운전면허시험장, 본관 민원실",02-300-3526,09~18
3592,개방화장실,마포중앙도서관 1층 개방화장실,"서울특별시 마포구 성산로 128, 마포중앙도서관 (성산동)",서울특별시 마포구 성산동 275-3 마포중앙도서관,02-3153-5800,00~24
3593,공중화장실,성미산 공중화장실,서울특별시 마포구 월드컵북로15안길 40(성산동),서울특별시 마포구 성산동 산 11-73,02-3153-9234,00~24
3594,공중화장실,노고산 공중화장실,서울특별시 마포구 고산2길 66-3(노고산동),서울특별시 마포구 노고산동 24-4,02-3153-9234,00~24
3600,개방화장실,Sba 서울산업진흥원,"서울특별시 마포구 월드컵북로 400, 서울산업진흥원 1층 (상암동)",서울특별시 마포구 상암동 1602 서울산업진흥원,02-2222-3846,09~22
3601,개방화장실,염리119안전센터 화장실,"서울특별시 마포구 토정로37길 27, 마포소방서 염리119안전센터 1층 (염리동)",서울특별시 마포구 염리동 174-19 마포소방서 염리119안전센터,02-713-0965,00~24
3602,개방화장실,마포소방서 화장실,"서울특별시 마포구 창전로 76, 마포소방서 1층 (신수동)",서울특별시 마포구 신수동 100-5 마포소방서,02-6981-7930,00~24
3603,개방화장실,서교치안센터 화장실,"서울특별시 마포구 잔다리로6길 29, 서교치안센터 (서교동)",서울특별시 마포구 서교동 369-9 서교치안센터,02-334-8150,09~18
3604,개방화장실,동교치안센터 화장실,"서울특별시 마포구 신촌로2안길 27, 동교치안센터 (동교동)",서울특별시 마포구 동교동 179-37 동교치안센터,02-334-5908,09~18
3605,개방화장실,월드컵지구대 화장실,"서울특별시 마포구 월드컵북로30길 24, 성산2동 파출소 1층 (성산동)",서울특별시 마포구 성산동 602 성산2동 파출소,02-373-1113,00~24
3606,개방화장실,성미산체육관 화장실,"서울특별시 마포구 월드컵북로15길 31-11, 성미산 체육관 1층 (성산동)",서울특별시 마포구 성산동 산 12-1 성미산 체육관,02-324-9875,06~22
3607,개방화장실,성산119안전센터 화장실,"서울특별시 마포구 월드컵북로 240, 마포소방서 성산119안전센터 1층 (성산동)",서울특별시 마포구 성산동 448 마포소방서 성산119안전센터,02-304-0119,00~24
3608,개방화장실,상암119안전센터 화장실,"서울특별시 마포구 월드컵로42길 34, 마포소방서 상암119안전센터 1층 (상암동)",서울특별시 마포구 상암동 1677 마포소방서 상암119안전센터,02-309-4119,00~24
3609,개방화장실,연남파출소 화장실,"서울특별시 마포구 연남로 4, 연남파출소 (연남동)",서울특별시 마포구 연남동 373-20 연남파출소,02-334-4974,00~24
3610,개방화장실,서교119안전센터 화장실,"서울특별시 마포구 양화로 60, 마포소방서 서교119안전센터 1층 (서교동)",서울특별시 마포구 서교동 394-42 마포소방서 서교119안전센터,02-3143-2119,00~24
3611,개방화장실,마포농수산물시장화장실,"서울특별시 마포구 월드컵로 235, 마포농수산물시장,마포구시설관리공단 (성산동)","서울특별시 마포구 성산동 533-1 마포농수산물시장,마포구시설관리공단",02-300-5072,09~18
3612,개방화장실,시립마포노인종합복지관 화장실,"서울특별시 마포구 서강로 68, 마포노인사회복지시설 1층 (창전동)",서울특별시 마포구 창전동 140 마포노인사회복지시설,02-333-1040,09~18
3614,개방화장실,공덕119안전센터,"서울특별시 마포구 만리재옛길 82, 마포소방서 공덕119안전센터 1층 (공덕동)",서울특별시 마포구 공덕동 29-7 마포소방서 공덕119안전센터,02-706-0119,00~24
3623,공중화장실,썬프라자 본관 1층,"서울 영등포구 신길로 39(대림동,썬프라자)",대림동 910-4,02-842-0008,10:00~22:30
3627,공중화장실,2호화장실(개나리화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 도서실 옆,02-761-4079,24시간
3628,공중화장실,1호화장실(진달래화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 자연생태교실 옆,02-761-4079,24시간
3629,공중화장실,3호화장실(무궁화화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 3호매점(CU편의점) 옆,02-761-4079,24시간
3630,공중화장실,4호화장실(민들레화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원관리사무소 옆,02-761-4079,24시간
3631,공중화장실,5호화장실(수선화화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 4호매점(블랙커피편의점)옆,02-761-4079,24시간
3632,공중화장실,6호화장실(봉선화화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 현미경관찰교실 옆,02-761-4079,24시간
3633,공중화장실,7호화장실(은방울화장실),"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 1번출입구 옆,02-761-4079,24시간
3634,공중화장실,8호화장실,"서울 영등포구 여의공원로 68 (여의도동, 여의도공원관리사무소)",여의도공원 휴게음식점(12번 출입구 옆),02-761-4079,24시간
3635,개방화장실,당산빌딩,서울특별시 영등포구 영등포로 147,서울특별시 영등포구 당산동1가 53-1,02-2675-1291,24시간
3667,개방화장실,염리생활체육관 화장실,"서울특별시 마포구 큰우물로 61, 염리 제2공영주차장 3층 (염리동)",서울특별시 마포구 염리동 174-3 염리 제2공영주차장,02-704-9400,09~18
3668,개방화장실,시립서부노인전문요양센터,"서울특별시 마포구 월드컵로36길 15, 서부노인전문요양센터 1층 (성산동)",서울특별시 마포구 성산동 370 서부노인전문요양센터,02-350-0713,09~18
3669,개방화장실,상암파출소 화장실,"서울특별시 마포구 매봉산로 76, 상암파출소 1층 (상암동)",서울특별시 마포구 상암동 1614 상암파출소,02-309-9525,00~24
3670,개방화장실,공덕지구대 화장실,"서울특별시 마포구 마포대로 195-1, 공덕지구대 1층 (아현동)",서울특별시 마포구 아현동 785 공덕지구대,02-703-0492,09~18
3671,개방화장실,마포유수지 공영주차장 화장실,"서울특별시 마포구 마포대로1길 9, 마포주차장 정문 (마포동)",서울특별시 마포구 마포동 36-1 마포주차장,02-2290-7184,08~21
3672,개방화장실,보조구장 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 보조구장 앞 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3673,개방화장실,남측브릿지(우) 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 동측브릿지 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3674,개방화장실,남측브릿지(좌) 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 서측브릿지 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3675,개방화장실,홈플러스앞 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 홈플러스 앞 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3676,개방화장실,메가박스 앞 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 메가박스 앞 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3677,개방화장실,7초소앞 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 7초소 앞 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3678,개방화장실,사우나앞 화장실,"서울특별시 마포구 월드컵로 240, 월드컵주경기장 사우나앞 (성산동)",서울특별시 마포구 성산동 515 월드컵주경기장,02-2128-2977,00~24
3679,개방화장실,서울에너지드림센터 화장실,"서울특별시 마포구 증산로 14, 에너지 제로 하우스 (상암동)",서울특별시 마포구 상암동 1535-3 에너지 제로 하우스,070-8853-9732,09:30~17:30
3680,개방화장실,서울복지타운,"서울특별시 마포구 백범로31길 21, 서울창업허브, 서울복지타운 1층 (공덕동)","서울특별시 마포구 공덕동 370-4 서울창업허브, 서울복지타운",02-6353-0268,07~20
3681,개방화장실,서울시립 난지창작스튜디오,"서울특별시 마포구 하늘공원로 108-1, 1층 (상암동)",서울특별시 마포구 상암동 481-6,02-308-1081,09~18
3682,공중화장실,문화비축기지 안내동,"서울특별시 마포구 증산로 87, 안내동 (성산동)",서울특별시 마포구 성산동 670,02-376-8410,00~24
3683,공중화장실,문화비축기지 설비동,"서울특별시 마포구 증산로 87, 설비동 지상1층, 지하1층, 지하3층 (성산동)",서울특별시 마포구 성산동 670,02-376-8410,00~24
3684,공중화장실,문화비축기지 T6,"서울특별시 마포구 증산로 87, 탱크6 내부 지상1층, 지하2층 (성산동)",서울특별시 마포구 성산동 670,02-376-8410,09~18
3685,공중화장실,문화비축기지 T5,"서울특별시 마포구 증산로 87, 탱크5 외부 승강기 부근 (성산동)",서울특별시 마포구 성산동 670,02-376-8410,00~24
3686,공중화장실,문화비축기지 T2,"서울특별시 마포구 증산로 87, 탱크2 외부 지하1층 좌,우 (성산동)",서울특별시 마포구 성산동 670,02-376-8410,09~18
3687,공중화장실,문화비축기지 T1,"서울특별시 마포구 증산로 87, 탱크1 내부 (성산동)",서울특별시 마포구 성산동 670,02-376-8410,09~18
3688,개방화장실,공덕역(6),"서울특별시 마포구 백범로 지하 200, 공덕역 7번출구 앞 (공덕동)",서울특별시 마포구 공덕동 439 공덕역,02-6311-5291,05~24
3690,개방화장실,대흥역(6),"서울특별시 마포구 대흥로 지하 85, 대흥역 4번출구 앞 (대흥동)",서울특별시 마포구 대흥동 128-1 대흥역,02-6311-6251,05~24
3691,개방화장실,광흥창역(6),"서울특별시 마포구 독막로 지하 165, 광흥창역 지하2층 (창전동)",서울특별시 마포구 창전동 145-17 광흥창역,02-6311-6241,05~24
3692,개방화장실,메종리브르,서울특별시 영등포구 영등포로 106,서울특별시 영등포구 당산동1가 53-1,02-2633-4815,09:00~18:00
3693,개방화장실,태창빌딩,서울특별시 영등포구 당산로 77,서울특별시 영등포구 당산동2가 45-9,02-2633-3544,08:00~22:00
3694,개방화장실,우미빌딩,서울특별시 영등포구 당산로 122,서울특별시 영등포구 당산동3가 270,02-2676-8483,24시간
3695,공중화장실,영등포구 보건소 1층 화장실,영등포구 당산로 123(당산동3가),영등포구 당산동3가 385-1 영등포구 보건소,02-2670-3317,08:00~18:00
3696,공중화장실,영등포구청 별관 1층 화장실,"영등포구 선유동1로 80(당산동3가, 영등포구청 별관)",영등포구 당산동3가 560 영등포구청 별관,02-2670-3003,12시간
3697,공중화장실,영등포구청 본관 1층 화장실,"영등포구 당산로 123(당산동3가, 영등포구청)",영등포구 당산동3가 385-1 영등포구청,02-2670-3318,24시간
3698,개방화장실,베뢰아국제대학원,서울특별시 영등포구 가마산로 359,서울특별시 영등포구 대림3동 665-10,02-831-2272,09:00~18:00
3699,개방화장실,한경빌딩,서울특별시 영등포구 대림로 178,서울특별시 영등포구 대림동 693-1,02-848-4493,07:00~22:00
3700,개방화장실,일승빌딩 2층,서울특별시 영등포구 대림로 157,서울특별시 영등포구 대림동 710-10,02-831-5100,07:00~22:00
3701,개방화장실,센터플러스빌딩,서울특별시 영등포구 경인로82길 3-4,서울특별시 영등포구문래동 1가 39,02-2164-3200,07:00~22:00
3702,개방화장실,대소빌딩,서울특별시 영등포구 문래로 92,서울특별시 영등포구 문래동3가 77-13,02-2677-0830,07:00~22:00
3703,개방화장실,동국메뜨리앙 빌딩,서울특별시 영등포구 선유로 76,서울특별시 영등포구 문래동3가 84-2,02-2068-8769,24시간
3704,개방화장실,대륭빌딩,서울특별시 영등포구 선유로 27,서울특별시 영등포구 문래동5가 2,02-2675-8154,07:00~22:00
3705,개방화장실,문래아카데미,서울특별시 영등포구 선유로 59,서울특별시 영등포구 문래동6가 5-2,02-2675-7700,07:00~22:00
3706,개방화장실,양평빌딩,서울특별시 영등포구 영등포로 21,서울특별시 영등포구 양평동2가 37-2,02-2671-8326,07:00~22:00
3707,개방화장실,약산상가,서울특별시 영등포구 선유로 269,서울특별시 영등포구 양평동4가 160-2,02-2671-8885,24시간
3708,개방화장실,동원빌딩,서울특별시 영등포구 양평로 114,서울특별시 영등포구 양평동4가 120,02-2633-6817,24시간
3709,개방화장실,여의도파라곤,서울특별시 영등포구 국회대로 800,서울특별시 영등포구 여의도동 13,02-785-8196,07:00~22:00
3710,개방화장실,교육시설공제회관,서울특별시 영등포구 국회대로 62길 25,서울특별시 영등포구 여의도동 17-10,02-781-0171,07:00~22:00
3711,개방화장실,원정빌딩,서울특별시 영등포구 국회대로 62길 23,서울특별시 영등포구 여의도동 17-20,02-783-1974,07:00~22:00
3712,개방화장실,행진빌딩,서울특별시 영등포구 국제금융로 106,서울특별시 영등포구 여의도동 53-1,02-780-6780,07:00~22:00
3713,개방화장실,우리은행 영등포중앙지점,서울특별시 영등포구 영등포로 200,서울특별시 영등포구 영등포동4가 142,02-2678-7921,07:00~22:00
3746,공중화장실,다솜어린이공원화장실,서울특별시 마포구 월드컵북로12길 33(성산동),서울특별시 마포구 성산동 113-2,02-3153-9234,00~24
3747,공중화장실,구룡근린공원화장실,서울특별시 마포구 월드컵북로 456 (상암동),서울특별시 마포구 상암동 1583,02-3153-9234,00~24
3752,공중화장실,양화어린이공원화장실,서울특별시 마포구 월드컵로5길 79 (합정동),서울특별시 마포구 합정동 394-1,02-3153-9234,00~24
3754,공중화장실,두리어린이공원화장실,"서울특별시 마포구 월드컵로31길 69, 망원2동노인정 (망원동)",서울특별시 마포구 망원동 436-1 망원2동노인정,02-3153-9234,00~24
3755,개방화장실,마포구민체육센터 화장실,"서울특별시 마포구 월드컵로25길 190, 마포구민체육센터 1층 (망원동)",서울특별시 마포구 망원동 450-3 마포구민체육센터,02-324-7421,09~18
3756,공중화장실,한마음어린이공원 화장실,"서울특별시 마포구 월드컵로15길 53, 공원화장실 (망원동)",서울특별시 마포구 망원동 381-1 공원화장실,02-3153-9234,00~24
3757,공중화장실,홍익문화공원화장실,"서울특별시 마포구 와우산로21길 19-3, 노인정 (서교동)",서울특별시 마포구 서교동 359 노인정,02-3153-9234,00~24
3759,공중화장실,느티나무어린이공원화장실,서울특별시 마포구 연남로3길 80 (연남동),서울특별시 마포구 연남동 563-5,02-3153-9234,00~24
3760,공중화장실,동교어린이공원화장실,"서울특별시 마포구 연남로 3, 공중화장실 (동교동)",서울특별시 마포구 동교동 197-17 공중화장실,02-3153-9234,00~24
3761,공중화장실,윗잔다리어린이공원화장실,"서울특별시 마포구 양화로18안길 21, 마포어린이집 (동교동)",서울특별시 마포구 동교동 168-1 마포어린이집,02-3153-9234,00~24
3762,개방화장실,홍익지구대 화장실,"서울특별시 마포구 양화로11길 63, 홍익지구대 (서교동)",서울특별시 마포구 서교동 491 홍익지구대,02-334-8150,00~24
3763,공중화장실,서교어린이공원 화장실,"서울특별시 마포구 양화로11길 21, 공중화장실 (서교동)",서울특별시 마포구 서교동 391-1 공중화장실,02-3153-9234,00~24
3766,개방화장실,홍익금융프라자-시티은행,서울특별시 영등포구 영등포로 194,서울특별시 영등포구 영등포동4가 147-1,02-2069-1618,07:00~22:00
3767,개방화장실,영신상가,서울특별시 영등포구 영등포로 225,서울특별시 영등포구 영등포동5가 18-1,02-2634-6020,07:00~22:00
3768,개방화장실,우송빌딩,서울특별시 영등포구 영중로 159,서울특별시 영등포구 영등포동8가 83-2,02-2675-5257,07:00~22:00
3769,개방화장실,서린빌딩,"서울특별시 영등포구 여의대방로65길 17, 서린빌딩 (여의도동)",서울특별시 영등포구 여의도동 45번지 19호 서린빌딩,02-784-4821,24시간
3771,공중화장실,영등포 종합 사회복지관 본관1층,"서울특별시 영등포구 신길로13길 4 (신길동, 영등포종합사회복지관)",본관1층,02-845-5331,06:00~22:00
3776,이동화장실,삼각지차고 옆 공중화장실,서울특별시 용산구 백범로99가길 60,서울특별시 용산구 한강로2가 2-284,02-2199-7325,연중무휴
3777,공중화장실,후암4 공중화장실,서울특별시 용산구 한강대로104길 77,서울특별시 용산구 후암동 103-9,02-2199-7325,연중무휴
3778,공중화장실,이태원3 공중화장실,서울특별시 용산구 이태원로164-1,서울특별시 용산구 이태원동 72-34,02-2199-7325,연중무휴
3779,공중화장실,이태원2 공중화장실,서울특별시 용산구 소월로38가길 8,서울특별시 용산구 이태원동 261-5,02-2199-7325,연중무휴
3780,공중화장실,이태원1 공중화장실,서울특별시 용산구 녹사평대로40길 56,서울특별시 용산구 이태원동 34-114,02-2199-7325,연중무휴
3781,공중화장실,신계동 공중화장실,서울특별시 용산구 한강로3가 2-1,서울특별시 용산구 신계동 28-33,02-2199-7325,연중무휴
3783,공중화장실,이촌로 공중화장실,서울특별시 용산구 이촌로 121-1,서울특별시 용산구 한강로3가 40-900,02-2199-7325,연중무휴
3799,공중화장실,은행나무어린이공원화장실,"서울특별시 마포구 성미산로29길 17-3, 은행나무어린이공원 화장실 (연남동)",서울특별시 마포구 연남동 250-1 은행나무어린이공원 화장실,02-3153-9234,00~24
3800,공중화장실,잔다리어린이공원화장실,서울특별시 마포구 동교로 95 (서교동),서울특별시 마포구 서교동 479-1,02-3153-9234,00~24
3801,공중화장실,아현시장 고객지원센터 화장실,"서울특별시 마포구 굴레방로 27-17, 1층 (아현동)",서울특별시 마포구 아현동 327-19,02-3153-9234,00~24
3802,공중화장실,상암근린공원화장실,서울특별시 마포구 월드컵로42길 22 (상암동),서울특별시 마포구 상암동 1761,02-3153-9234,00~24
3803,공중화장실,부엉이근린공원화장실,서울특별시 마포구 가양대로 179 (상암동),서울특별시 마포구 상암동 1735 상암동 (구) 일본군관사,02-3153-9234,00~24
3805,개방화장실,망원파출소 화장실,"서울특별시 마포구 망원로2길 63, 망원1파출소 1층 (망원동)",서울특별시 마포구 망원동 398-1 망원1파출소,02-337-5908,00~24
3806,공중화장실,옹달샘어린이공원 화장실,서울특별시 마포구 망원로4길 38 (망원동),서울특별시 마포구 망원동 408-3,02-3153-9234,00~24
3807,공중화장실,마포어린이공원화장실,"서울특별시 마포구 마포대로4다길 30, 마포어린이공원 화장실 (마포동)",서울특별시 마포구 마포동 350-5 마포어린이공원 화장실,02-3153-9234,00~24
3811,개방화장실,망원1동 주민센터 화장실,"서울특별시 마포구 포은로6길 10, 망원1동주민센터 1층 (망원동)",서울특별시 마포구 망원동 403-2 망원1동주민센터,02-3153-6800,00~24
3812,개방화장실,용강동주민센터 화장실,"서울특별시 마포구 토정로31길 31, 용강동주민센터 1층 (용강동)",서울특별시 마포구 용강동 505 용강동주민센터,02-3153-6606,00~24
3815,개방화장실,성산2동 주민센터 화장실,"서울특별시 마포구 월드컵북로30길 22, 성산2동주민센터 1층 (성산동)",서울특별시 마포구 성산동 603 성산2동주민센터,02-3153-6920,00~24
3816,개방화장실,합정동 주민센터 화장실,"서울특별시 마포구 월드컵로5길 11, 합정동주민센터 (합정동)",서울특별시 마포구 합정동 473 합정동주민센터,02-3153-6770,00~24
3817,개방화장실,망원청소년문화센터 화장실,"서울특별시 마포구 월드컵로25길 164, 구립망원청소년문화센터 1층 (망원동)",서울특별시 마포구 망원동 451-1 구립망원청소년문화센터,02-332-2541,09~18
3818,개방화장실,홍대입구역(2)화장실,"서울특별시 마포구 양화로 지하160, 홍대입구역 (동교동)",서울특별시 마포구 동교동 165 홍대입구역,02-322-7897,05~24
3819,공중화장실,만리배수지 화장실,서울특별시 마포구 환일7길 16 (아현동),서울특별시 마포구 아현동 87-7,02-3153-9234,00~24
3825,공중화장실,신길6동 주민센터 1층 화장실,"서울특별시 영등포구 대방천로 167, 신길6동 주민센터 1층 (신길동)",서울특별시 영등포구 신길동 3741-11 신길6동 주민센터,02-2670-1330,09:00~18:00
3826,공중화장실,신길3동 주민센터 1층 화장실,"서울특별시 영등포구 신길로41라길 13-8 (신길동, 신길3동주민센터)",서울특별시 영등포구 신길동268-4,02-2670-1265,09:00~18:00
3864,개방화장실,대흥동 주민센터 화장실,"서울특별시 마포구 신촌로26길 10, 우리마포복지관(대흥동주민센터) 1층 (노고산동)",서울특별시 마포구 노고산동 1-50 우리마포복지관(대흥동주민센터),02-703-2900,00~24
3865,개방화장실,서강대역 화장실,"서울특별시 마포구 서강로 지하 118, 서강대역 고객지원실 앞 (노고산동)",서울특별시 마포구 노고산동 112-5 서강대역,02-712-5288,05~24
3866,개방화장실,도화동주민센터 화장실,"서울특별시 마포구 도화길 37, 도화 공영주차장 및 주민센터 1층 (도화동)",서울특별시 마포구 도화동 557 도화 공영주차장 및 주민센터,02-3153-6560,00~24
3867,개방화장실,망원2동 주민센터 공용화장실,"서울특별시 마포구 방울내로7길 11, 망원2동주민센터 (망원동)",서울특별시 마포구 망원동 436-14 망원2동주민센터,02-3153-6830,00~24
3869,개방화장실,마포창업복지관 화장실,"서울특별시 마포구 매봉산로 18, 마포창업복지관 1층 (상암동)",서울특별시 마포구 상암동 1640 마포창업복지관,02-306-3514,00~24
3870,공중화장실,망원정마당 공중화장실,서울특별시 마포구 동교로8안길 35-2 (합정동),서울특별시 마포구 합정동 455-13,02-3153-9234,00~24
3871,개방화장실,공덕동주민센터 화장실,"서울특별시 마포구 만리재옛길 84, 공덕동주민센터 1층 (공덕동)",서울특별시 마포구 공덕동 29-6 공덕동주민센터,02-3153-6519,00~24
3872,공중화장실,아현동주민센터 공중화장실,"서울특별시 마포구 마포대로7길 18, 아현동주민센터 (공덕동)",서울특별시 마포구 공덕동 458 아현동주민센터,02-3153-6326,00~24
3873,개방화장실,공덕역(5) 화장실,"서울특별시 마포구 마포대로 지하100, 공덕역 (공덕동)",서울특별시 마포구 공덕동 423-29 공덕역,02-6311-5291,05~24
3874,개방화장실,마포경찰서 별관 화장실,"서울특별시 마포구 마포대로 183, 서울마포경찰서 별관1층 (아현동)",서울특별시 마포구 아현동 618-1 서울마포경찰서,02-3149-6321,09~18
3875,개방화장실,풍림VIP텔 빌딩 화장실,"서울특별시 마포구 마포대로 127, 풍림브이아이피텔 1층 (공덕동)",서울특별시 마포구 공덕동 404 풍림브이아이피텔,02-703-8354,00~24
3876,개방화장실,서교동주민센터 화장실,"서울특별시 마포구 동교로15길 7, 서교동 주민센터 1층 (서교동)",서울특별시 마포구 서교동 478-5 서교동 주민센터,02-3153-6740,00~24
3877,개방화장실,서강동주민센터 화장실,"서울특별시 마포구 독막로 165, 서강동주민센터 (창전동)",서울특별시 마포구 창전동 242 서강동주민센터,02-3153-6724,00~24
3890,공중화장실,신길9구역공원,"서울특별시 영등포구 영등포로 348, SK 신길동 주유소 (신길동)",서울특별시 영등포구 신길동 243-58,02-2670-3717,상시
3924,공중화장실,용강이동 공중화장실,서울특별시 마포구 마포대로1길 19-1(마포동),서울특별시 마포구 마포동 37-2,02-3153-9234,00~24
3925,공중화장실,월드컵시범 공중화장실,"서울특별시 마포구 월드컵로 213, 1층 (성산동)",서울특별시 마포구 성산동 595-1,02-3153-9234,00~24
3926,공중화장실,성산2교열린 공중화장실,서울특별시 마포구 모래내로 70 (성산동),서울특별시 마포구 성산동 94-7,02-3153-9234,00~24
